trip_id,start_time,end_time,headway_secs,exact_times
MM_03_E_MIRADOR,09:05:00,12:05:00,360,
MM_03_E_MIRADOR,12:05:00,19:05:00,300,
MM_03_E_MIRADOR,19:05:00,21:53:00,240,
MM_03_E_MIRADOR,21:53:00,21:56:00,180,
MM_03_E_MIRADOR,21:56:00,22:00:00,240,
MM_04_E_FRAY,05:05:00,06:05:00,900,
MM_04_E_FRAY,06:05:00,09:05:00,240,
MM_04_E_FRAY,09:05:00,12:05:00,360,
MM_04_E_FRAY,12:05:00,19:05:00,300,
MM_04_E_FRAY,19:05:00,21:57:00,240,
MM_04_E_FRAY,21:57:00,22:00:00,180,
MM_05_R_MIRADOR,05:00:00,05:28:00,840,
MM_05_R_MIRADOR,05:28:00,05:43:00,900,
MM_05_R_MIRADOR,05:43:00,06:11:00,840,
MM_05_R_MIRADOR,06:11:00,12:03:00,480,
MM_05_R_MIRADOR,12:03:00,13:06:00,420,
MM_05_R_MIRADOR,13:06:00,13:11:00,300,
MM_05_R_MIRADOR,13:11:00,13:47:00,360,
MM_05_R_MIRADOR,13:47:00,13:57:00,300,
MM_05_R_MIRADOR,13:57:00,14:03:00,360,
MM_05_R_MIRADOR,14:03:00,14:18:00,300,
MM_05_R_MIRADOR,14:18:00,14:24:00,360,
MM_05_R_MIRADOR,14:24:00,14:29:00,300,
MM_05_R_MIRADOR,14:29:00,14:35:00,360,
MM_05_R_MIRADOR,14:35:00,16:00:00,300,
MM_05_R_MIRADOR,16:00:00,20:05:00,420,
MM_05_R_MIRADOR,20:05:00,20:35:00,360,
MM_05_R_MIRADOR,20:35:00,22:00:00,300,
MM_05_R_MIRADOR,22:00:00,23:00:00,900,
MM_06_R_FRAY,05:00:00,05:28:00,840,
MM_06_R_FRAY,05:28:00,05:43:00,900,
MM_06_R_FRAY,05:43:00,06:11:00,840,
MM_06_R_FRAY,06:11:00,12:03:00,480,
MM_06_R_FRAY,12:03:00,13:06:00,420,
MM_06_R_FRAY,13:06:00,13:42:00,360,
MM_06_R_FRAY,13:42:00,13:47:00,300,
MM_06_R_FRAY,13:47:00,13:59:00,360,
MM_06_R_FRAY,13:59:00,16:04:00,300,
MM_06_R_FRAY,16:04:00,20:02:00,420,
MM_06_R_FRAY,20:02:00,20:38:00,360,
MM_06_R_FRAY,20:38:00,21:48:00,300,
MM_06_R_FRAY,21:48:00,22:00:00,360,
MM_06_R_FRAY,22:00:00,23:00:00,900,
MM_07_E_MIRADOR,05:05:00,06:05:00,900,
MM_07_E_MIRADOR,06:05:00,06:14:00,540,
MM_07_E_MIRADOR,06:14:00,06:30:00,480,
MM_07_E_MIRADOR,06:30:00,06:39:00,540,
MM_07_E_MIRADOR,06:39:00,08:07:00,480,
MM_07_E_MIRADOR,08:07:00,11:07:00,360,
MM_07_E_MIRADOR,11:07:00,18:07:00,420,
MM_07_E_MIRADOR,18:07:00,20:01:00,360,
MM_07_E_MIRADOR,20:01:00,22:00:00,420,
MM_08_E_FRAY,05:05:00,06:05:00,900,
MM_08_E_FRAY,06:05:00,06:14:00,540,
MM_08_E_FRAY,06:14:00,06:30:00,480,
MM_08_E_FRAY,06:30:00,06:39:00,540,
MM_08_E_FRAY,06:39:00,08:07:00,480,
MM_08_E_FRAY,08:07:00,11:07:00,360,
MM_08_E_FRAY,11:07:00,18:07:00,420,
MM_08_E_FRAY,18:07:00,20:01:00,360,
MM_08_E_FRAY,20:01:00,22:00:00,420,
MM_09_R_MIRADOR,05:00:00,06:00:00,900,
MM_09_R_MIRADOR,06:00:00,07:00:00,720,
MM_09_R_MIRADOR,07:00:00,09:00:00,600,
MM_09_R_MIRADOR,09:00:00,09:12:00,360,
MM_09_R_MIRADOR,09:12:00,09:17:00,300,
MM_09_R_MIRADOR,09:17:00,09:38:00,420,
MM_09_R_MIRADOR,09:38:00,09:50:00,360,
MM_09_R_MIRADOR,09:50:00,09:57:00,420,
MM_09_R_MIRADOR,09:57:00,10:02:00,300,
MM_09_R_MIRADOR,10:02:00,10:09:00,420,
MM_09_R_MIRADOR,10:09:00,10:15:00,360,
MM_09_R_MIRADOR,10:15:00,10:20:00,300,
MM_09_R_MIRADOR,10:20:00,10:27:00,420,
MM_09_R_MIRADOR,10:27:00,10:51:00,360,
MM_09_R_MIRADOR,10:51:00,11:05:00,420,
MM_09_R_MIRADOR,11:05:00,22:00:00,300,
MM_09_R_MIRADOR,22:00:00,23:00:00,900,
MP-A01-MM00-D,03:30:00,05:35:00,780,
MP-A01-MM00-D,05:35:00,22:00:00,720,
MP-A01-MM00-D,22:00:00,24:00:00,780,
MP-A01-MM00-LV,03:30:00,05:35:00,660,
MP-A01-MM00-LV,05:35:00,22:00:00,420,
MP-A01-MM00-LV,22:00:00,24:00:00,660,
MP-A01-MM00-S,03:30:00,05:35:00,780,
MP-A01-MM00-S,05:35:00,22:00:00,720,
MP-A01-MM00-S,22:00:00,24:00:00,780,
MP-A01-MM01-D,03:30:00,05:35:00,780,
MP-A01-MM01-D,05:35:00,22:00:00,720,
MP-A01-MM01-D,22:00:00,24:00:00,780,
MP-A01-MM01-LV,03:30:00,05:35:00,660,
MP-A01-MM01-LV,05:35:00,22:00:00,420,
MP-A01-MM01-LV,22:00:00,24:00:00,660,
MP-A01-MM01-S,03:30:00,05:35:00,780,
MP-A01-MM01-S,05:35:00,22:00:00,720,
MP-A01-MM01-S,22:00:00,24:00:00,780,
MP-A02-MM02-D,03:10:00,06:35:00,1140,
MP-A02-MM02-D,06:35:00,09:05:00,1020,
MP-A02-MM02-D,09:05:00,14:05:00,1020,
MP-A02-MM02-D,14:05:00,20:05:00,1020,
MP-A02-MM02-D,20:05:00,22:55:00,1080,
MP-A02-MM02-LV,03:10:00,06:35:00,960,
MP-A02-MM02-LV,06:35:00,09:05:00,540,
MP-A02-MM02-LV,09:05:00,14:05:00,960,
MP-A02-MM02-LV,14:05:00,20:05:00,540,
MP-A02-MM02-LV,20:05:00,22:55:00,900,
MP-A02-MM02-S,03:10:00,06:35:00,900,
MP-A02-MM02-S,06:35:00,09:05:00,780,
MP-A02-MM02-S,09:05:00,14:05:00,780,
MP-A02-MM02-S,14:05:00,20:05:00,780,
MP-A02-MM02-S,20:05:00,22:55:00,840,
MP-A02-MM03-D,03:10:00,06:35:00,1140,
MP-A02-MM03-D,06:35:00,09:05:00,1020,
MP-A02-MM03-D,09:05:00,14:05:00,1020,
MP-A02-MM03-D,14:05:00,20:05:00,1020,
MP-A02-MM03-D,20:05:00,22:55:00,1080,
MP-A02-MM03-LV,03:10:00,06:35:00,960,
MP-A02-MM03-LV,06:35:00,09:05:00,540,
MP-A02-MM03-LV,09:05:00,14:05:00,960,
MP-A02-MM03-LV,14:05:00,20:05:00,540,
MP-A02-MM03-LV,20:05:00,22:55:00,900,
MP-A02-MM03-S,03:10:00,06:35:00,900,
MP-A02-MM03-S,06:35:00,09:05:00,780,
MP-A02-MM03-S,09:05:00,14:05:00,780,
MP-A02-MM03-S,14:05:00,20:05:00,780,
MP-A02-MM03-S,20:05:00,22:55:00,840,
MP-A03-MM04-D,03:50:00,06:35:00,960,
MP-A03-MM04-D,06:35:00,09:05:00,840,
MP-A03-MM04-D,09:05:00,14:05:00,900,
MP-A03-MM04-D,14:05:00,20:05:00,900,
MP-A03-MM04-D,20:05:00,22:55:00,960,
MP-A03-MM04-LV,03:50:00,06:35:00,900,
MP-A03-MM04-LV,06:35:00,09:05:00,660,
MP-A03-MM04-LV,09:05:00,14:05:00,900,
MP-A03-MM04-LV,14:05:00,20:05:00,720,
MP-A03-MM04-LV,20:05:00,22:55:00,900,
MP-A03-MM04-S,03:50:00,06:35:00,900,
MP-A03-MM04-S,06:35:00,09:05:00,660,
MP-A03-MM04-S,09:05:00,14:05:00,900,
MP-A03-MM04-S,14:05:00,20:05:00,720,
MP-A03-MM04-S,20:05:00,22:55:00,900,
MP-A03-MM05-D,03:50:00,06:35:00,960,
MP-A03-MM05-D,06:35:00,09:05:00,840,
MP-A03-MM05-D,09:05:00,14:05:00,900,
MP-A03-MM05-D,14:05:00,20:05:00,900,
MP-A03-MM05-D,20:05:00,22:55:00,960,
MP-A03-MM05-LV,03:50:00,06:35:00,900,
MP-A03-MM05-LV,06:35:00,09:05:00,660,
MP-A03-MM05-LV,09:05:00,14:05:00,900,
MP-A03-MM05-LV,14:05:00,20:05:00,720,
MP-A03-MM05-LV,20:05:00,22:55:00,900,
MP-A03-MM05-S,03:50:00,06:35:00,900,
MP-A03-MM05-S,06:35:00,09:05:00,660,
MP-A03-MM05-S,09:05:00,14:05:00,900,
MP-A03-MM05-S,14:05:00,20:05:00,720,
MP-A03-MM05-S,20:05:00,22:55:00,900,
MP-A04-MM06-D,03:45:00,06:30:00,900,
MP-A04-MM06-D,06:30:00,09:00:00,840,
MP-A04-MM06-D,09:00:00,14:45:00,840,
MP-A04-MM06-D,14:45:00,20:00:00,840,
MP-A04-MM06-D,20:00:00,22:40:00,960,
MP-A04-MM06-LV,03:45:00,06:30:00,540,
MP-A04-MM06-LV,06:30:00,09:00:00,360,
MP-A04-MM06-LV,09:00:00,14:45:00,480,
MP-A04-MM06-LV,14:45:00,20:00:00,360,
MP-A04-MM06-LV,20:00:00,22:40:00,480,
MP-A04-MM06-S,03:45:00,06:30:00,660,
MP-A04-MM06-S,06:30:00,09:00:00,540,
MP-A04-MM06-S,09:00:00,14:45:00,540,
MP-A04-MM06-S,14:45:00,20:00:00,540,
MP-A04-MM06-S,20:00:00,22:40:00,600,
MP-A04-MM07-D,03:45:00,06:30:00,900,
MP-A04-MM07-D,06:30:00,09:00:00,840,
MP-A04-MM07-D,09:00:00,14:45:00,840,
MP-A04-MM07-D,14:45:00,20:00:00,840,
MP-A04-MM07-D,20:00:00,22:40:00,960,
MP-A04-MM07-LV,03:45:00,06:30:00,540,
MP-A04-MM07-LV,06:30:00,09:00:00,360,
MP-A04-MM07-LV,09:00:00,14:45:00,480,
MP-A04-MM07-LV,14:45:00,20:00:00,360,
MP-A04-MM07-LV,20:00:00,22:40:00,480,
MP-A04-MM07-S,03:45:00,06:30:00,660,
MP-A04-MM07-S,06:30:00,09:00:00,540,
MP-A04-MM07-S,09:00:00,14:45:00,540,
MP-A04-MM07-S,14:45:00,20:00:00,540,
MP-A04-MM07-S,20:00:00,22:40:00,600,
MP-A05-1-MM26-D,03:45:00,06:30:00,1140,
MP-A05-1-MM26-D,06:30:00,09:00:00,1020,
MP-A05-1-MM26-D,09:00:00,14:45:00,960,
MP-A05-1-MM26-D,14:45:00,20:00:00,960,
MP-A05-1-MM26-D,20:00:00,22:55:00,1080,
MP-A05-1-MM26-LV,03:45:00,06:30:00,840,
MP-A05-1-MM26-LV,06:30:00,09:00:00,540,
MP-A05-1-MM26-LV,09:00:00,14:45:00,600,
MP-A05-1-MM26-LV,14:45:00,20:00:00,540,
MP-A05-1-MM26-LV,20:00:00,22:55:00,900,
MP-A05-1-MM26-S,03:45:00,06:30:00,1020,
MP-A05-1-MM26-S,06:30:00,09:00:00,840,
MP-A05-1-MM26-S,09:00:00,14:45:00,840,
MP-A05-1-MM26-S,14:45:00,20:00:00,840,
MP-A05-1-MM26-S,20:00:00,22:55:00,960,
MP-A05-1-MM27-D,03:45:00,06:30:00,1140,
MP-A05-1-MM27-D,06:30:00,09:00:00,1020,
MP-A05-1-MM27-D,09:00:00,14:45:00,960,
MP-A05-1-MM27-D,14:45:00,20:00:00,960,
MP-A05-1-MM27-D,20:00:00,22:55:00,1080,
MP-A05-1-MM27-LV,03:45:00,06:30:00,840,
MP-A05-1-MM27-LV,06:30:00,09:00:00,540,
MP-A05-1-MM27-LV,09:00:00,14:45:00,600,
MP-A05-1-MM27-LV,14:45:00,20:00:00,540,
MP-A05-1-MM27-LV,20:00:00,22:55:00,900,
MP-A05-1-MM27-S,03:45:00,06:30:00,1020,
MP-A05-1-MM27-S,06:30:00,09:00:00,840,
MP-A05-1-MM27-S,09:00:00,14:45:00,840,
MP-A05-1-MM27-S,14:45:00,20:00:00,840,
MP-A05-1-MM27-S,20:00:00,22:55:00,960,
MP-A05-2-MM24-D,03:05:00,06:45:00,1080,
MP-A05-2-MM24-D,06:45:00,09:30:00,900,
MP-A05-2-MM24-D,09:30:00,14:45:00,1020,
MP-A05-2-MM24-D,14:45:00,20:00:00,900,
MP-A05-2-MM24-D,20:00:00,22:25:00,1080,
MP-A05-2-MM24-LV,03:05:00,06:45:00,840,
MP-A05-2-MM24-LV,06:45:00,09:30:00,540,
MP-A05-2-MM24-LV,09:30:00,14:45:00,840,
MP-A05-2-MM24-LV,14:45:00,20:00:00,540,
MP-A05-2-MM24-LV,20:00:00,22:25:00,840,
MP-A05-2-MM24-S,03:05:00,06:45:00,960,
MP-A05-2-MM24-S,06:45:00,09:30:00,780,
MP-A05-2-MM24-S,09:30:00,14:45:00,1020,
MP-A05-2-MM24-S,14:45:00,20:00:00,720,
MP-A05-2-MM24-S,20:00:00,22:25:00,960,
MP-A05-2-MM25-D,03:05:00,06:45:00,1080,
MP-A05-2-MM25-D,06:45:00,09:30:00,900,
MP-A05-2-MM25-D,09:30:00,14:45:00,1020,
MP-A05-2-MM25-D,14:45:00,20:00:00,900,
MP-A05-2-MM25-D,20:00:00,22:25:00,1080,
MP-A05-2-MM25-LV,03:05:00,06:45:00,840,
MP-A05-2-MM25-LV,06:45:00,09:30:00,540,
MP-A05-2-MM25-LV,09:30:00,14:45:00,840,
MP-A05-2-MM25-LV,14:45:00,20:00:00,540,
MP-A05-2-MM25-LV,20:00:00,22:25:00,840,
MP-A05-2-MM25-S,03:05:00,06:45:00,960,
MP-A05-2-MM25-S,06:45:00,09:30:00,780,
MP-A05-2-MM25-S,09:30:00,14:45:00,1020,
MP-A05-2-MM25-S,14:45:00,20:00:00,720,
MP-A05-2-MM25-S,20:00:00,22:25:00,960,
MP-A06-MM08-D,04:20:00,06:35:00,960,
MP-A06-MM08-D,06:35:00,21:30:00,960,
MP-A06-MM08-D,21:30:00,25:00:00,900,
MP-A06-MM08-LV,04:20:00,06:35:00,900,
MP-A06-MM08-LV,06:35:00,21:30:00,720,
MP-A06-MM08-LV,21:30:00,25:00:00,900,
MP-A06-MM08-S,04:20:00,06:35:00,960,
MP-A06-MM08-S,06:35:00,21:30:00,960,
MP-A06-MM08-S,21:30:00,25:00:00,900,
MP-A06-MM11-D,04:20:00,06:35:00,960,
MP-A06-MM11-D,06:35:00,21:30:00,960,
MP-A06-MM11-D,21:30:00,25:00:00,900,
MP-A06-MM11-LV,04:20:00,06:35:00,900,
MP-A06-MM11-LV,06:35:00,21:30:00,720,
MP-A06-MM11-LV,21:30:00,25:00:00,900,
MP-A06-MM11-S,04:20:00,06:35:00,960,
MP-A06-MM11-S,06:35:00,21:30:00,960,
MP-A06-MM11-S,21:30:00,25:00:00,900,
MP-A07-MM09-D,03:40:00,06:35:00,1200,
MP-A07-MM09-D,06:35:00,09:30:00,1140,
MP-A07-MM09-D,09:30:00,14:30:00,1080,
MP-A07-MM09-D,14:30:00,20:30:00,1020,
MP-A07-MM09-D,20:30:00,23:15:00,1140,
MP-A07-MM09-LV,03:40:00,06:35:00,900,
MP-A07-MM09-LV,06:35:00,09:30:00,600,
MP-A07-MM09-LV,09:30:00,14:30:00,780,
MP-A07-MM09-LV,14:30:00,20:30:00,600,
MP-A07-MM09-LV,20:30:00,23:15:00,840,
MP-A07-MM09-S,03:40:00,06:35:00,900,
MP-A07-MM09-S,06:35:00,09:30:00,840,
MP-A07-MM09-S,09:30:00,14:30:00,840,
MP-A07-MM09-S,14:30:00,20:30:00,840,
MP-A07-MM09-S,20:30:00,23:15:00,960,
MP-A07-MM10-D,03:40:00,06:35:00,1200,
MP-A07-MM10-D,06:35:00,09:30:00,1140,
MP-A07-MM10-D,09:30:00,14:30:00,1080,
MP-A07-MM10-D,14:30:00,20:30:00,1020,
MP-A07-MM10-D,20:30:00,23:15:00,1140,
MP-A07-MM10-LV,03:40:00,06:35:00,900,
MP-A07-MM10-LV,06:35:00,09:30:00,600,
MP-A07-MM10-LV,09:30:00,14:30:00,780,
MP-A07-MM10-LV,14:30:00,20:30:00,600,
MP-A07-MM10-LV,20:30:00,23:15:00,840,
MP-A07-MM10-S,03:40:00,06:35:00,900,
MP-A07-MM10-S,06:35:00,09:30:00,840,
MP-A07-MM10-S,09:30:00,14:30:00,840,
MP-A07-MM10-S,14:30:00,20:30:00,840,
MP-A07-MM10-S,20:30:00,23:15:00,960,
MP-C01-MM12-D,05:00:00,06:00:00,900,
MP-C01-MM12-D,06:00:00,21:30:00,720,
MP-C01-MM12-D,21:30:00,23:30:00,840,
MP-C01-MM12-LV,04:30:00,06:00:00,660,
MP-C01-MM12-LV,06:00:00,21:30:00,420,
MP-C01-MM12-LV,21:30:00,23:30:00,660,
MP-C01-MM12-S,04:30:00,06:00:00,780,
MP-C01-MM12-S,06:00:00,21:30:00,540,
MP-C01-MM12-S,21:30:00,23:30:00,780,
MP-C01-MM13-D,05:00:00,06:00:00,900,
MP-C01-MM13-D,06:00:00,21:30:00,720,
MP-C01-MM13-D,21:30:00,23:30:00,840,
MP-C01-MM13-LV,04:30:00,06:00:00,660,
MP-C01-MM13-LV,06:00:00,21:30:00,420,
MP-C01-MM13-LV,21:30:00,23:30:00,660,
MP-C01-MM13-S,04:30:00,06:00:00,780,
MP-C01-MM13-S,06:00:00,21:30:00,540,
MP-C01-MM13-S,21:30:00,23:30:00,780,
MP-C02-MM14-D,05:00:00,06:30:00,960,
MP-C02-MM14-D,06:30:00,09:30:00,780,
MP-C02-MM14-D,09:30:00,15:00:00,960,
MP-C02-MM14-D,15:00:00,21:30:00,780,
MP-C02-MM14-D,21:30:00,23:30:00,960,
MP-C02-MM14-LV,05:00:00,06:30:00,720,
MP-C02-MM14-LV,06:30:00,09:30:00,480,
MP-C02-MM14-LV,09:30:00,15:00:00,660,
MP-C02-MM14-LV,15:00:00,21:30:00,480,
MP-C02-MM14-LV,21:30:00,23:30:00,720,
MP-C02-MM14-S,05:00:00,06:30:00,780,
MP-C02-MM14-S,06:30:00,09:30:00,540,
MP-C02-MM14-S,09:30:00,15:00:00,720,
MP-C02-MM14-S,15:00:00,21:30:00,540,
MP-C02-MM14-S,21:30:00,23:30:00,720,
MP-C02-MM15-D,05:00:00,06:30:00,960,
MP-C02-MM15-D,06:30:00,09:30:00,780,
MP-C02-MM15-D,09:30:00,15:00:00,960,
MP-C02-MM15-D,15:00:00,21:30:00,780,
MP-C02-MM15-D,21:30:00,23:30:00,960,
MP-C02-MM15-LV,05:00:00,06:30:00,720,
MP-C02-MM15-LV,06:30:00,09:30:00,480,
MP-C02-MM15-LV,09:30:00,15:00:00,660,
MP-C02-MM15-LV,15:00:00,21:30:00,480,
MP-C02-MM15-LV,21:30:00,23:30:00,720,
MP-C02-MM15-S,05:00:00,06:30:00,780,
MP-C02-MM15-S,06:30:00,09:30:00,540,
MP-C02-MM15-S,09:30:00,15:00:00,720,
MP-C02-MM15-S,15:00:00,21:30:00,540,
MP-C02-MM15-S,21:30:00,23:30:00,720,
MP-C03-MM22-LV,04:30:00,06:30:00,660,
MP-C03-MM22-LV,06:30:00,09:30:00,360,
MP-C03-MM22-LV,09:30:00,15:00:00,660,
MP-C03-MM22-LV,15:00:00,21:00:00,360,
MP-C03-MM22-LV,21:00:00,23:30:00,720,
MP-C03-MM22-S,04:30:00,06:30:00,660,
MP-C03-MM22-S,06:30:00,10:00:00,420,
MP-C03-MM22-S,10:00:00,12:30:00,660,
