stop_name,stop_id,stop_lat,stop_lon
Av. De Los Tabachines,MM_C117_78,20.7336,-103.36014
Av. De Los Tabachines,mxc_C117_STP_78,20.7336,-103.36014
Av. El Mirador,MM_C61_70,20.60901,-103.28637
Av. Federalistas,MM_5101,20.75033,-103.42799
Av. Federalistas,ST_04_067,20.754074,-103.425446
Av. Francisco Javier Mina,MM_T02_74,20.66586,-103.30702
Av. General Ramón Corona,MM_C110V1_18,20.73239,-103.45134
Av. Imperio Sur,MM_T19C05_43,20.72578,-103.33725
Av. Imperio Sur,mxc_C117_STP_72,20.72575,-103.33711
Av. Industria Textil,MM_C43V3_103,20.74323,-103.39213
Av. Industria Textil,MM_C43V3_13,20.74274,-103.39192
Av. Inglaterra,MM_C01_P_06,20.69969,-103.45224
Av. Jesús Michel Gonzalez,MM_C100_34,20.58839,-103.38369
Av. Jesús Michel González,MM_C102_138,20.51516,-103.41083
Av. Jose Parres Arias,MM_C43V1_49,20.73905,-103.37995
Av. Juárez,MM_C122_21,20.65233,-103.23453
Av. La Tijera,MM_C123V1_82,20.58533,-103.44608
Av. Los Fresnos,MM_C102_35,20.52206,-103.39041
Av. Malecón,mxc_C07V1_STP_92,20.69335,-103.2699
Av. Manuel María Ponce,MM_C37V1_78,20.66173,-103.29311
Av. Mariano Otero,MM_C42_12,20.63021,-103.43546
Av. Padre Xavier Scheifler de Amezaga,MM_C103_100,20.60935,-103.41241
Av. Paseo de los Conejos,MM_C07V2_105,20.68338,-103.25153
Av. Paseo de los Conejos,mxc_C07V2_STP_105,20.68338,-103.25153
Av. Paseo del Palomar,MM_C125V1_56,20.58987,-103.44309
Av. Plutarco Elías Calles,MM_T19C03_64,20.66233,-103.29872
Av. Presa de Osorio,MM_C38V1_34,20.66309,-103.29137
Av. Prolongación Alcalde,MM_C117_59,20.72867,-103.34657
Av. Prolongación Alcalde,mxc_C117_STP_59,20.72867,-103.34657
Av. Puerto Melaque,MM_C07V2_36,20.68021,-103.30201
Av. Puerto Melaque,MM_C08_62,20.68259,-103.31121
Av. Río Nilo,MM_C05_57,20.64625,-103.31125
Av. Salome,MM_A07_26,20.61156,-103.34828
Av. San Victor,MM_A19_41,20.55512,-103.36214
Av. San Victor,MM_A19_86,20.55535,-103.36299
Av. Santa Ana,MM_C103_41,20.51007,-103.37116
Av. Santa Margarita,MM_C110V1_83,20.73231,-103.45103
Av. Tonaltecas,MM_C106_70,20.61861,-103.24899
Av. Tonalá,MM_T13CC04_83,20.61916,-103.24806
Av. Torremolinos,MM_C73_84,20.74683,-103.40248
Av. Valdepeñas,MM_C43V3_105,20.74594,-103.39803
Av. Valle de Tesistan,MM_C136_67,20.75308,-103.43156
Av. Vicente Guerrero,MM_T17_64,20.6081,-103.43106
Av. Vicente Guerrero,MM_T19C07_60,20.60857,-103.43118
Av. de Los Altos,MM_A19_27,20.52897,-103.37896
Av. de Los Altos,MM_A19_99,20.52909,-103.37952
Av. de la Cruz,MM_C26_13,20.69441,-103.3094
Av. de las Uvas,MM_C102_134,20.51531,-103.39199
Av. de los Setos,MM_C101_85,20.52002,-103.41971
Av. del Ajonjolí,MM_T17_1_39,20.73943,-103.41368
Av. del Deportivo,MM_C103_101,20.6081,-103.40719
Av. del Paraíso,MM_A19_36,20.54221,-103.35984
Av. del Paraíso,MM_C111V3_117,20.54272,-103.35963
Av. los Encinos,MM_C102_137,20.50965,-103.40121
Avenida 16 de Septiembre,MM_T14C01_111,20.66671,-103.34853
Avenida 8 de Julio,MM_T14B_127,20.67436,-103.35247
Avenida Adolf Bernard Horn Junior,MM_A21_15,20.52266,-103.34462
Avenida Adolf Bernard Horn Junior,MM_A21_16,20.52703,-103.34603
Avenida Adolf Bernard Horn Junior,MM_A21_17,20.52914,-103.34674
Avenida Adolf Bernard Horn Junior,MM_A21_18,20.53533,-103.34877
Avenida Adolf Bernard Horn Junior,MM_A21_19,20.5386,-103.34978
Avenida Adolf Bernard Horn Junior,MM_A21_20,20.54697,-103.35252
Avenida Adolf Bernard Horn Junior,MM_A21_72,20.53876,-103.35006
Avenida Adolf Bernard Horn Junior,MM_A21_73,20.53565,-103.34901
Avenida Adolf Bernard Horn Junior,MM_A21_74,20.5295,-103.34701
Avenida Adolf Bernard Horn Junior,MM_A21_75,20.52739,-103.34632
Avenida Adolf Bernard Horn Junior,MM_A21_76,20.52252,-103.34471
Avenida Adolfo López Mateos Sur,MM_C125V1_135,20.55676,-103.46533
Avenida Adolfo López Mateos Sur,MM_C125V1_137,20.55197,-103.46847
Avenida Adolfo López Mateos Sur,MM_C125V1_49,20.57298,-103.45423
Avenida Antonio Diaz Soto y Gama,MM_A03_2,20.7179,-103.32265
Avenida Antonio Diaz Soto y Gama,MM_A03_27,20.72242,-103.33359
Avenida Antonio Diaz Soto y Gama,MM_A03_29,20.72156,-103.33087
Avenida Antonio Diaz Soto y Gama,MM_A03_3,20.71884,-103.32484
Avenida Antonio Diaz Soto y Gama,MM_A03_30,20.72054,-103.32901
Avenida Antonio Diaz Soto y Gama,MM_A03_31,20.71938,-103.32638
Avenida Antonio Diaz Soto y Gama,MM_A03_32,20.7188,-103.325
Avenida Antonio Diaz Soto y Gama,MM_A03_33,20.7184,-103.32408
Avenida Antonio Diaz Soto y Gama,MM_A03_34,20.71784,-103.32276
Avenida Antonio Diaz Soto y Gama,MM_A03_5,20.72057,-103.32883
Avenida Antonio Diaz Soto y Gama,MM_A03_6,20.72159,-103.33066
Avenida Antonio Diaz Soto y Gama,MM_A03_8,20.72249,-103.33335
Avenida Antonio Diaz Soto y Gama,MM_A03_9,20.72252,-103.33487
Avenida Belisario Domínguez,MM_A05_26,20.72305,-103.29326
Avenida Camino Real a Colima,MM_C09_12,20.53744,-103.47196
Avenida Camino Real a Colima,MM_C09_13,20.53976,-103.46932
Avenida Camino Real a Colima,MM_C09_14,20.54122,-103.46779
Avenida Camino Real a Colima,MM_C09_57,20.54375,-103.46561
Avenida Cantaros De Ceramica,MM_A21_12,20.50659,-103.34036
Avenida Cantaros De Ceramica,MM_A21_79,20.50703,-103.34056
Avenida Cerro de Alcalá,MM_A21_6,20.49767,-103.35954
Avenida Cerro la Campana,MM_A19_3,20.4942,-103.35607
Avenida Circunvalación Oblatos,MM_C13V2_17,20.68888,-103.29698
Avenida Concepción,MM_A19_92,20.53936,-103.36216
Avenida Concepción,MM_T14C01_27,20.52915,-103.37866
Avenida De La Escultura,MM_A06_34,20.61293,-103.34199
Avenida De La Escultura,MM_A07_24,20.61216,-103.34443
Avenida De La Escultura,MM_A09_41,20.61289,-103.34152
Avenida De La Escultura,MM_A17_19,20.61101,-103.34677
Avenida De La Escultura,MM_A17_20,20.61149,-103.34552
Avenida De La Escultura,MM_A17_27,20.6118,-103.34533
Avenida De La Escultura,MM_A17_28,20.61118,-103.34687
Avenida De La Pintura,MM_A07_25,20.61382,-103.34545
Avenida Delas rosas,mxc_C98_STP_103,20.58597,-103.2219
Avenida Experiencia,MM_A03_13,20.72133,-103.33968
Avenida Experiencia,MM_A03_15,20.71821,-103.34069
Avenida Experiencia,MM_A03_16,20.7165,-103.341
Avenida Experiencia,MM_A03_17,20.71508,-103.34139
Avenida Experiencia,MM_A03_19,20.71624,-103.34087
Avenida Experiencia,MM_A03_20,20.71793,-103.34059
Avenida Experiencia,MM_A03_22,20.72103,-103.3396
Avenida Experiencia,MM_A03_23,20.72248,-103.33902
Avenida Experiencia,MM_C138_47,20.71973,-103.34013
Avenida Granada,MM_A21_11,20.49918,-103.33961
Avenida Granada,MM_A21_81,20.49917,-103.34339
Avenida Granada,MM_A21_82,20.49983,-103.35288
Avenida Idalia,MM_T19C05_09,20.66752,-103.25408
Avenida Joaquín Amaro,MM_C08_02,20.71279,-103.29531
Avenida Joaquín Amaro,MM_C08_86,20.71142,-103.29494
Avenida Joaquín Amaro,MM_C16_05,20.68827,-103.29383
Avenida Joaquín Amaro,MM_C21_07,20.6927,-103.29224
Avenida Joaquín Amaro,MM_C21_12,20.70373,-103.29247
Avenida Joaquín Amaro,MM_C32V1_27,20.6932,-103.29222
Avenida Joaquín Amaro,MM_C32V1_76,20.69404,-103.29174
Avenida Joaquín Amaro,MM_C68_124,20.69971,-103.29067
Avenida Joaquín Amaro,MM_C68_47,20.70255,-103.29211
Avenida Joaquín Amaro,MM_C68_51,20.69741,-103.2907
Avenida Joaquín Amaro,mxc_C27_STP_97,20.71232,-103.29528
Avenida La Llave,MM_A08_15,20.5653,-103.34663
Avenida La Llave,MM_A08_90,20.56429,-103.34727
Avenida La Llave,MM_A08_91,20.56522,-103.34648
Avenida La Llave,MM_A08_92,20.56637,-103.34608
Avenida Patria,MM_C06_91,20.61455,-103.31915
Avenida Punto Sur,MM_C125V1_130,20.57014,-103.4565
Avenida Río Nilo,MM_C58V2_35,20.64875,-103.31894
Avenida Río Nilo,MM_T11B_53,20.64642,-103.31213
Avenida Salome Piña,MM_A07_9,20.6098,-103.35061
Avenida San Blas,MM_A08_13,20.56634,-103.34453
Avenida San Blas,MM_A08_14,20.56668,-103.34589
Avenida San Blas,MM_A08_93,20.56643,-103.34491
Avenida San Martin,MM_A10_5,20.59263,-103.33084
Avenida San Martin,MM_A10_69,20.59282,-103.331
Avenida Santa Ana,MM_C76V2_02,20.52603,-103.38593
Avenida Santa Margarita,MM_T19C05_74,20.73008,-103.429
Avenida Tonaltecas,MM_C46V1_167,20.62378,-103.24649
Avenida Zalatitan,MM_T19C05_07,20.66336,-103.25149
Avenida Zalatitan,MM_T19C05_137,20.66357,-103.25153
Avenida de la Solidaridad Iberoamericana,MM_C102_101,20.59696,-103.32476
Avenida de las Rosas,MM_A06_17,20.59612,-103.3397
Avenida de las Rosas,MM_A06_18,20.59653,-103.34044
Avenida de las Rosas,MM_A06_19,20.59695,-103.34137
Avenida de las Rosas,MM_A06_20,20.59749,-103.3426
Avenida de las Rosas,MM_A06_47,20.59759,-103.34284
Avenida de las Rosas,MM_A06_48,20.59732,-103.34242
Avenida de las Rosas,MM_A06_49,20.59692,-103.3415
Avenida de las Rosas,MM_A06_50,20.59655,-103.34065
Avenida de las Rosas,MM_A06_51,20.59621,-103.33979
Avenida de las Rosas,MM_A10_66,20.59488,-103.32978
Avenida de las Rosas,MM_A10_67,20.59474,-103.3312
Avenida de las Rosas,MM_A10_7,20.59455,-103.33125
Avenida de las Rosas,MM_A10_8,20.59466,-103.32971
Avenida de las Torres,MM_C58V1_17,20.62527,-103.29122
Avenida de los Artesanos,MM_A08_79,20.58207,-103.351
Avenida de los Artesanos,MM_A15_1,20.58154,-103.34089
Avenida de los Artesanos,MM_A15_2,20.58116,-103.34222
Avenida de los Artesanos,MM_A15_3,20.58076,-103.34361
Avenida de los Artesanos,MM_A15_4,20.58062,-103.345
Avenida de los Artesanos,MM_A15_41,20.58134,-103.34932
Avenida de los Artesanos,MM_A15_42,20.58101,-103.34796
Avenida de los Artesanos,MM_A15_43,20.58071,-103.34652
Avenida de los Artesanos,MM_A15_44,20.58042,-103.34511
Avenida de los Artesanos,MM_A15_45,20.58051,-103.34366
Avenida de los Artesanos,MM_A15_46,20.5809,-103.34232
Avenida de los Artesanos,MM_A15_47,20.58144,-103.34042
Avenida de los Artesanos,MM_A15_6,20.58118,-103.34755
Avenida de los Artesanos,MM_A15_7,20.58148,-103.34896
Avenida de los Artesanos,MM_A20_62,20.58237,-103.35282
Avenida de los Cantaros,MM_A21_13,20.51269,-103.34128
Avenida de los Cantaros,MM_A21_78,20.5127,-103.34155
Avenida de los Maestros,MM_C68_67,20.69478,-103.33722
Aviación,MP-C-088,20.728243,-103.452255
Aviación - A La Base Aerea,MP-C-095,20.744705,-103.44757
Aviación - De Las Flores,MP-C-089,20.723415,-103.45398
Aviación - Granados,MP-C-096,20.744259,-103.44745
Aviación - Porta Real,MP-C-087,20.728548,-103.45245
Aviación - San Rafael,MP-C-090,20.723843,-103.45355
Aviación - Ángulo,MP-C-092,20.714952,-103.456276
Azalea,MM_C64_10,20.6714,-103.25643
Azucena,MM_C07V2_08,20.67909,-103.24109
BASILIO VADILLO,ST_02_011,20.653997,-103.24801
BASILIO VADILLO,ST_02_034,20.653782,-103.24799
BELENES,ST_1B_019,20.727577,-103.550415
BIMBO,ST_1B_002,20.708109,-103.4654
BOSQUES VALLARTA,ST_1B_005,20.717928,-103.481064
Barcelona,MM_T19C07_140,20.55457,-103.44903
Barranca De Huentitán,MP-T-041,20.713186,-103.30093
Barranca del Oro,mxc_C18_STP_16,20.70232,-103.2803
Barranquitas,MM_C07V2_12,20.68608,-103.25649
Barranquitas,mxc_C07V2_STP_12,20.68608,-103.25649
Base Aerea,ST_04_063,20.7633,-103.43815
Batalla de Celaya,MM_C05_21,20.61873,-103.31939
Batalla de Torreón,MM_C05_68,20.61839,-103.31826
Batalla de Trinidad,MM_C06_35,20.61777,-103.31238
Belenes,MM_C43V1_48,20.73818,-103.37661
Belisario Domínguez,MT-L2_07,20.672777,-103.331474
Benito Juárez,MM_C74_116,20.6488,-103.44336
Benjamín Gutiérrez,MM_C138_51,20.72237,-103.33505
Betania,MM_C07V1_91,20.69532,-103.27314
Betania,mxc_C07V1_STP_91,20.69532,-103.27314
Biblia,MM_T19_13,20.59409,-103.31724
Bicentenario,MM_014,20.668974,-103.34522
Bicentenario,MM_041,20.670109,-103.344604
Blvd. Chulavista,MM_A21_4,20.495,-103.35894
Blvd. Colón,MM_A19_18,20.5126,-103.3783
Blvd. Prolongación Mariano Otero,MM_C123V1_81,20.58209,-103.44818
Blvd. San Pedro Sula,MM_T14C01_163,20.52181,-103.37776
Blvd. Valle del Silicio,MM_T19C07_151,20.57566,-103.44268
Blvrd. Sao Paulo,MM_A19_13,20.51169,-103.36533
Blvrd. Sao Paulo,MM_C103_43,20.50669,-103.36939
Blvrd. Tegucigalpa,MM_C111V3_126,20.52722,-103.37819
Bocanegra - Emilio Rabaza,MP-C-051,20.680258,-103.30603
Bocanegra - Fco De Ayza,MP-C-054,20.67199,-103.308945
Bocanegra - Mendiola,MP-C-056,20.66787,-103.31037
Boulevard Nuestra Señora de Las Mercedes,MM_A19_20,20.51708,-103.38056
Boulevard Nuevo Mexico,MM_A19_106,20.51701,-103.38125
Boulevard Nuevo Mexico,MM_A19_22,20.5179,-103.38701
Boulevard Santa Fe,MM_A19_100,20.5263,-103.38442
Boulevard Santa Fe,MM_A19_103,20.51997,-103.38735
Boulevard Santa Fe,MM_A19_104,20.51849,-103.38754
Boulevard Santa Fe,MM_A19_23,20.51949,-103.38726
Boulevard Santa Fe,MM_A19_25,20.52264,-103.38643
Boulevard Santa Fe,MM_A19_26,20.526,-103.38422
CABAÑAS,ST_03_016,20.677635,-103.33644
CABAÑAS,ST_03_039,20.678614,-103.33564
CAMARA DE COMERCIO,ST_01_036,20.675608,-103.406975
CAMPOS VIDA,ST_02_008,20.658815,-103.25125
CAMPOS VIDA,ST_02_037,20.659025,-103.250786
CAPUCHINA,ST_02_007,20.65889,-103.25353
CAPUCHINA,ST_02_038,20.659124,-103.25343
CAPUCHINAS,ST_03_044,20.678095,-103.35103
CENTRO MAGNO,ST_01_008,20.67444,-103.380684
CFE Toluquilla,MM_A19_44,20.5644,-103.36582
CFE Toluquilla,MM_A19_83,20.56484,-103.36606
CHAPULTEPEC,ST_01_005,20.674591,-103.36973
CHAPULTEPEC,ST_03_007,20.676804,-103.369225
CIPRÉS,ST_02_013,20.64991,-103.2532
CIPRÉS,ST_02_032,20.649525,-103.25308
CIUDAD GRANJA,ST_01_018,20.686834,-103.44417
CIUDAD GRANJA,ST_01_028,20.686548,-103.44432
CLUB DE INDUSTRIALES,ST_01_043,20.676628,-103.37643
CLUB DE INDUSTRIALES,ST_03_052,20.674511,-103.37651
CONCENTRO,ST_01_021,20.69362,-103.45273
CONCENTRO,ST_01_025,20.69294,-103.45248
CONSULADO,ST_03_049,20.674675,-103.36687
CRUCERO NEXTIPAC,ST_1B_015,20.729134,-103.53998
CRUZ BERNABÉ,ST_02_029,20.642458,-103.252655
CUCBA,ST_1B_011,20.742632,-103.51318
Calandria,MM_C100_35,20.59103,-103.38595
Calandrias,ST_04_020,20.776684,-103.455986
Calandrias,ST_04_056,20.776718,-103.45659
Calle Alicia Grovet,MM_A13_43,20.61823,-103.36007
Calle Angel Martínez,MM_A03_28,20.72203,-103.33217
Calle Angel Martínez,MM_A03_7,20.72205,-103.33189
Calle Arlanza,mxc_C98_STP_23,20.65506,-103.21025
Calle Barreiro,MM_A03_14,20.71993,-103.34025
Calle Benigno López,MM_A13_2,20.6163,-103.36152
Calle Benito Juárez,MM_A10_54,20.60238,-103.33201
Calle Bernardo Gutiérrez de Lara,MM_A16_21,20.72674,-103.32663
Calle Bobadilla,MM_A08_22,20.57417,-103.35589
Calle Canuto Elías,MM_A13_6,20.61837,-103.36296
